,time,id,like,comment
1072,2020-02-19,奋斗的瓜皮居大爷,0,
1073,2020-02-19,Marshporter,0,怎么才能让钉钉封我号
1074,2020-02-19,饭来八缸,0,好活
1166,2020-02-18,海予以,0,元首怎么不带口罩
1164,2020-02-18,卑微的HY学子,0,很纳闷到底是一个人在用这账号，还是。。。
1163,2020-02-18,如烟彡,0,★★★★★别说了
1162,2020-02-18,Asuka的猫耳玻璃瓶,0,元首开头都快气死了
1161,2020-02-18,MAGIC六月,0,谢谢钉钉，我去给你打五星了（）
1160,2020-02-18,清澈的恋情,0,哈哈哈
1159,2020-02-18,弱水三千取一缸,0,为了求生，也是难为你了
1158,2020-02-18,叫我啊兔,0,看，这里有个二级号，快欺负他！
1157,2020-02-18,我是中白2,0,看见钉钉求饶就特别想给五星，但是今天又上了一天课我就特别想给一⭐
1156,2020-02-18,狐狸围巾_,0,你不去应用商店刷分，怎么还当起了up主呢
1155,2020-02-18,Stark_Chao,0,这名场面是哪个电影里的片段啊
1154,2020-02-18,我是中白2,0,钉钉在吗，封我钉钉号五星好评
1153,2020-02-18,8848铂金,0,建议你放弃在钉钉当程序猿来b站当up吧
1152,2020-02-18,Randiya字幕猿,0,太逗了
1151,2020-02-18,墨子鸡,0,在？不如官方给每个人发微信红包十块钱，然后每个人就发1   0星
1150,2020-02-18,黑色的冰阔落,0,刚开始以为是个鬼畜区up，没想到是官方来自一个刚打完卡的孩子
1149,2020-02-18,查斯特Bennington,0,广告鬼才
1148,2020-02-18,毫不作为小地瓜,0,★☆☆☆☆
1147,2020-02-18,孙莫川,0,要吃饭的嘛
1146,2020-02-18,_友人A君,0,讲真的，钉钉这是非常用心了。面对被当做出气筒的风险，用非常聪明的办法挽回来。这才是优秀的公关啊！比起律师函靠谱多了
1145,2020-02-18,佳佳8888,0,钉钉是个小可爱
1144,2020-02-18,晓羽君9420,0,钉钉好！五星！ 记得删括号
1143,2020-02-18,emmmm个_个,0,我来提供水军服务，主要是我们学校老师仁慈，可以不开麦不开摄像会议上课，性能挺好就是卡的不行(●°u°●) 」
1142,2020-02-18,番茄炖猩猩,0,
1141,2020-02-18,番茄炖猩猩,0,
1140,2020-02-18,爷就是屑博,0,你很有鬼畜的潜力
1139,2020-02-18,何赫ks,0,元首没带口罩，为什么不出去呢
1138,2020-02-19,上阶雪,0,可怜的钉钉
1165,2020-02-18,伊弦ソ,0,钉钉做主播吧
1167,2020-02-18,万恶的-资本家,0,我给了五星，因为我用学习通
1136,2020-02-19,用腮_呼吸,0,最慘官方就是你了
1168,2020-02-18,柴克夫司机,0,老师，是钉钉官方发视频害我没办法专心听课，不是我有意要逃课的
1195,2020-02-18,HAPPLYTIME,0,"钉钉真好，10星好评，分100次付。
咦，走错了。。"
1194,2020-02-18,超级假面骑士战队,0,越来越骚了，关注
1193,2020-02-18,科技橙米,0,哈哈哈 up好可爱啊
1192,2020-02-18,62643821490_bili,0,为什么元首没有戴口罩，他不出去
1191,2020-02-18,手捧赫鲁晓夫的玉米酱,0,哈哈哈，一星两币三连
1190,2020-02-18,慨兩咳咳咳,0,滚
1189,2020-02-18,神职屁屁,0,
1188,2020-02-18,神职屁屁,0,钉钉可以靠鬼畜发家了，把那个钉钉软件下架了吧
1187,2020-02-18,星期五安静的小吃货,0,都是渣渣
1186,2020-02-18,什柒呦,0,你是个官方啊，你不能活跃的像个高仿，你要保持你官方的高冷
1185,2020-02-18,小白的菵蓂,0,空耳没内味儿了
1184,2020-02-18,高端大气上档次的猫儿,0,拖出去喂斯大林
1183,2020-02-18,高端大气上档次的猫儿,0,吾之荣耀即忠诚！
1182,2020-02-18,苟利管理员,0,不务正业企业号
1181,2020-02-18,脑洞大呆君,0,这是什么官方，内部自己人啊
1180,2020-02-18,化学中微子老师,0,弹幕里刷一星的都是什么心态？要是不想用，有本事去找你们的老师去啊，没本事就别在这恶心人。
1179,2020-02-18,阳宝唯一后妈粉,0,钉钉  你不如转型当up吧。。。你这几个视频的播放量顶小up一年甚至几年的了
1178,2020-02-18,石头头精,0,这钉钉，，，，，，是假的
1177,2020-02-18,kai心丶,0,此生无悔入钉钉，分期付款五颗星
1176,2020-02-18,中立の人,0,此生无悔人钉钉，素质五星分期付。
1175,2020-02-18,鸽者菊必烂也,0,2021百大预定还有女装↑
1174,2020-02-18,东立陈i,0,建议钉钉出个防沉迷健康系统
1173,2020-02-18,Joe铭,0,为什么这么闲，这么多投稿……
1172,2020-02-18,勇士柒柒七,0,现在钉钉评分还是很低，我觉得部分打一星的人脑子有坑
1171,2020-02-18,leaf叶子233,0,转行吧awa
1170,2020-02-18,中奖之绝缘体,0,"2020.2.18 ★☆☆☆☆
2120.2.18 ★★☆☆☆
2220.2.18 ★★★☆☆
2320.2.18 ★★★★☆
2420.2.18 ★★★★★
共5期"
1169,2020-02-18,苗怀玉,0,下次一钉
1137,2020-02-19,委蛇委蛇,0,你这波实在太秀了
1135,2020-02-19,囧生_噜啦啦啦,0,在？抽个五星？
1075,2020-02-19,女武神---犹大,0,时隔多年看到的第一个元首竟然是一个学习软件官方号发的
1104,2020-02-19,兔子在扯他的耳朵,0,不怕官方封号，就怕官方鬼畜
1102,2020-02-19,狙击手CJ,0,"★★★☆☆
★★☆☆☆
你要的五星好评"
1101,2020-02-19,孤独的碧诗,0,淦
1100,2020-02-19,纯真云烟,0,钉钉，五星我给你，求你来当个up
1099,2020-02-19,南回身,0,全能软件
1098,2020-02-19,2623091583,0,
1097,2020-02-19,打不死的思密达小强,0,吓得我赶紧去应用商店打了1⭐
1096,2020-02-19,带呆萌属性的傻狍子,0,钉钉太可怜了
1095,2020-02-19,红法师雷藏,0,"这波广告可以
钉钉兼职当个up怕是会火"
1094,2020-02-19,今天你找女票了吗,0,钉钉转行了
1093,2020-02-19,夜咲绯月,0,在？防沉迷？
1092,2020-02-19,夢凌轩,0,在吗？你服务器能崩一下吗？
1091,2020-02-19,Wildcat是我,0,
1090,2020-02-19,圆周率是近似值,0,各位，钉钉上网课体验怎么样啊，TM我们学校找了个叫UMU的软件上，太次了，不能语音发言，限制老师直播，我这玩游戏玩的都不想玩了，想上课，结果。。。。
1089,2020-02-19,看到我叫我去亲陈_睿,0,疫情严重在家无事做？不如做点兼职！复制粘贴这段话，做个复读机，每天收入0.00元，周围的憨批都在做，反正闲着也是闲着，不如挨顿骂!
1088,2020-02-19,天下第一菜,0,你一个不戴口罩的跟我们戴口罩的吼什么？
1087,2020-02-19,黎某鸽,0,你这是在官号私用！！！委屈你了，你是哪个up主我去关注你啊？
1086,2020-02-19,刃下心_,0,元首好评啊，很长时间没见到过了
1085,2020-02-19,气质枭雄,0,我去钉钉上网课去了，等上完课我就去给个五星好评，辛苦钉钉了……
1084,2020-02-19,某屑指挥,0,我jio的腾讯课堂应该出来挨打
1083,2020-02-19,小王子与四十四次日落,0,
1082,2020-02-19,墨子狸歌,0,真.官方鬼畜
1081,2020-02-19,长虹悠然,0,万 能 德 语
1080,2020-02-19,120yao,0,五星好评去
1079,2020-02-19,你看到了空,0,乖，这烂钱咱不恰！
1078,2020-02-19,马牛逼2334,0,入乡随俗
1077,2020-02-19,可莉家的慕希风,0,"快速融入b站并跟站友们打成一片
我给你五星★★★★★"
1076,2020-02-19,喀秋莎不是毛妹,0,所以钉钉是怎么被选中的
1103,2020-02-19,放逐的王者,0,消费去年刚刚去世的演员，来为你们的APP宣传，你们有良心吗？
1105,2020-02-19,程雨雨吖,0,瞅吧我孩子愁的，来小破站做这么卑微的事情，哎，儿被差评父担忧，我这就去好评，也请各位，高抬贵手（支
1134,2020-02-19,A君SINGE,0,怎么会这样
1106,2020-02-19,凯岷剑,0,付了个三星
1133,2020-02-19,丶宁静致远,0,正经点啊，你是个官方号啊
1132,2020-02-19,Bilibili乾杯乾,0,我怀疑钉钉的员工都是b站的资深用户
1131,2020-02-19,bili_96034316379,0,该一星的一星，改三连的三连
1130,2020-02-19,菊花二狗蛋,0,在？把我们学校号封了，不然给差评
1129,2020-02-19,魷魚串真好吃啊,0,"1.钉钉是收费的，这次疫情阿里免费提供
2.钉钉属于办公软件，所以连麦接通打开摄像头很正常，
3.不愿意学习就别装模作样，真的不舒服就和老师说，恶意一星只能暴露你的素质低.
4.比较老师也没有专业的器具也没怎么直播过很正常.
5.你们不想用钉钉，我们想学的要用。
6.不服的来喷我，
（最讨厌那种老师直播的时候有人起哄说刷火箭的，一点都不好笑只会觉得没有素质。其实钉钉对于初3高三的那些人最为需要。）
复制"
1128,2020-02-19,名字没了WMW,0,我想给五星好评的，但是发现我没下载。
1127,2020-02-19,一鲸落亦万物生,0,woc，赶紧趁着他等级比我低，踩一jio
1126,2020-02-19,所谓的世间不就是你吗,0,哈哈哈哈哈哈哈哈
1125,2020-02-19,纱梨和周佳的猫,0,
1124,2020-02-19,暝宇RC,0,这么可爱的官方 又到处叫爸爸求好评 可太难了 大家就给个五星好评吧
1123,2020-02-19,不摇碧莲的武当王也,0,钉三多！！燕三多！！你是免费的还是收费的
1122,2020-02-19,举荷风,0,奇怪的官方增加了
1121,2020-02-19,你这个早睡叛徒,0,古早鬼畜素材
1120,2020-02-19,UEKER-bsr,0,？第一次看到一个这么有潜力的新人up主 哦，不是软件
1119,2020-02-19,052D昆明号驱逐舰,0,我打了四星，因为有些地方确实需要改进……
1118,2020-02-19,Nina0202,0,钉钉太可爱了吧
1117,2020-02-19,嘉莹小姐姐,0,去看网课呀，飞走
1116,2020-02-19,北城_落雨,0,五个一星等于五星(狗头)
1115,2020-02-19,平安跑酷,0,"这是德军曾经会议的删减视频,今天👴能在B战看到,👴❤️🌶️"
1114,2020-02-19,这算是天王吗,0,
1113,2020-02-19,俺叫王泽漆,0,下次一丁五星⭐分期！
1112,2020-02-19,肆食堂,0,"唉～看来你们都被收买了
无所畏惧"
1111,2020-02-19,JoannaRiver,0,
1110,2020-02-19,皮布斯德沃鸠斯拿莫皮,0,自我宣传可还行
1109,2020-02-19,风谦小亦,0,哈哈哈哈
1108,2020-02-19,风谦小亦,0,钉钉好评 五星分期付款
1107,2020-02-19,凉水加冰加盐,0,
1445,2020-02-18,君二六币,0,钉钉软件商店不让评论了
1446,2020-02-18,幻夕丶思,0,后面的没戴口罩，集体隔离
1447,2020-02-18,唐纳德泰迪,0,五星已打，你看着办。
1783,2020-02-17,子越一心,0,如果我戴了口罩，在家乖乖用钉钉上课，可以被饭牌子吗
1796,2020-02-17,呆温迪,0,这算官方不务正业吗(๑˙ー˙๑)
1795,2020-02-17,摸不到的那束光,0,前排
1794,2020-02-17,深知是梦c,0,第20
1793,2020-02-17,一二麦,0,五星来啦来啦来啦
1792,2020-02-17,凌空路-安宁,0,前排，求赞（我觉得我在想桃子）
1791,2020-02-17,老王什么老王,0,所以钉钉到底是干嘛的，又会鬼畜又会唱歌
1790,2020-02-17,沆归一清,0,
1789,2020-02-17,野殇璃,0,在？把我钉钉账号封了
1788,2020-02-17,木头成精啦,0,戴口罩可还行，紧跟事实23333
1787,2020-02-17,木心Lairca,0,"我伸了伸手指，用了两个圆圆的东西，点亮了小星星。
（疯狂暗示，你懂的）"
1786,2020-02-17,逐渐活跃,0,这其实是钉钉的宣传广告
1785,2020-02-17,林红半被暮云烧,0,放心，我不会一星好评的，两星，不能再多了，怕你骄傲
1784,2020-02-17,小尧~,0,五星好评，在线分期
1782,2020-02-17,闪闪的黄金律,0,制作鬼畜，挽回声誉，阿里旗下有人才
1448,2020-02-18,吃香蕉只吃皮,0,说句实话，现在弄得我巴不得去上学，在家里反而更累了，作业更多了……
1781,2020-02-17,Taurus-Yang,0,高产啊
1780,2020-02-17,虎孝子的后半生,0,就是你把我寒假害得好惨举报了
1779,2020-02-17,三尾木,0,求饶完后再推送自己...emm... 好计策。
1778,2020-02-17,Cadydean,0,插眼
1777,2020-02-17,325号指南针,0,五星好评了，会回复我吗，钉哥
1776,2020-02-17,凤羽w,0,
1775,2020-02-17,亿颗油麦菜,0,可以留言啦
1774,2020-02-17,魁拔的跟班,0,2月17日，23：00，2.5颗星
1773,2020-02-17,樱落春归去,0,留着明天分屏看钉钉的视频
1772,2020-02-17,两阳骚华,0,可以
1771,2020-02-17,图南0624,0,小米现在评分3.1了
1770,2020-02-17,多萝西叶,0,在？为什么你在卖萌！
1769,2020-02-17,开水牛奶要多喝,0,鬼畜路上渐行渐远~ 小破站需要你
1797,2020-02-17,陈年老莫,0,在？什么时候给钉钉装个防沉迷？如果装防沉迷了给五星好评(不分期的那种)(●￣(ｴ)￣●)
1798,2020-02-17,苦酒入喉不解思,0,来了
1799,2020-02-17,一个油煸腿一个左刺拳,0,在？能不能在钉钉设置个定时下课功能？
1800,2020-02-17,想要小饼干,0,小钉回我私信！！@
1827,2020-02-17,憨憨zer,0,五星好评，反正是尝试其他软件
1826,2020-02-17,影逢花,0,五星起步，我爱学习。
1825,2020-02-17,季风莜,0,"关于钉钉。
疫情之前：
听说之后：
看见别人开始网课：
查看各大商城评论：
知到自己要用：
几天后："
1824,2020-02-17,Hiddleston的猫,0,阿里动物园混的最惨的一只崽钉钉可太可爱了
1823,2020-02-17,好惨一喵哥,0,等一下，钉钉求饶之后整个视频画风都变了
1822,2020-02-17,本来回来blhl,0,
1821,2020-02-17,瞅你咋地011,0,在？能封了我们老师么
1820,2020-02-17,northsailing,0,他自己没戴
1819,2020-02-17,小猪佩莹吖,0,分期付款
1818,2020-02-17,邮文,0,可怜的钉钉
1817,2020-02-17,Ausin-,0,
1816,2020-02-17,螺帽君,0,五星，一次付清
1815,2020-02-17,扑虫轻,0,字面意思：元首骂这么没带口罩的人，内涵：多用钉钉
1814,2020-02-17,卑微小阿寻,0,喔嚯
1813,2020-02-17,蓝莓酱lmjlmj,0,看在你这么可爱且勤奋5星给你了
1812,2020-02-17,_凉屿-,0,给你五星就是了哈哈心疼你
1811,2020-02-17,小冰5l,0,三连五星了，钉钉加油
1810,2020-02-17,呆温迪,0,官方不务正业系列
1809,2020-02-17,机房冒火,0,不然出个防沉迷补偿一下？？？
1808,2020-02-17,花宫巫玲,0,前排
1807,2020-02-17,我有一颗大志,0,我的软件商店现在评论不了钉钉了，但是我一开始就是打五星的
1806,2020-02-17,12282039018_bili,0,真是想笑死我然后继承我的蚂蚁花呗
1805,2020-02-17,庵小安,0,第一次这么前
1804,2020-02-17,我还要再睡会Zzz,0,加油吧！只要在挺住这个月，就有一大堆学生开学了，像我就是3月1日
1803,2020-02-17,沉居右,0,好活啊官方hhhh
1802,2020-02-17,心比长相好一懂比爱重要,0,鬼才钉钉
1801,2020-02-17,冰凝若晗,0,
1768,2020-02-17,xingc_sweetie,0,一给我里giaogiao！玩笑虽然这么开但是真的去打一星就无聊了哦，我从来没给app评论点星过，这次打了五星，虽然我也是可怜的高中生，但我感jio大家还是理智一些吧
1767,2020-02-17,在下吞噬魔在下厄伽勒,0,努力 加油
1766,2020-02-17,九宸儿,0,在？随机抽个老师封号？
1735,2020-02-17,兔与诗_,0,热乎的
1733,2020-02-17,我怎么又上火了,0,还逛b站呢，明早七点直播打卡
1732,2020-02-17,执念的传承,0,健  康  系  统怎么说
1731,2020-02-17,天地灵杰,0,感谢钉钉让我吃到妈妈做的早饭
1730,2020-02-17,专收罐子,0,德国著名电影我们仨
1729,2020-02-17,布朗朗朗呐,0,你以为这就能改变大家把五星分期付款的事实？
1728,2020-02-17,陈小熙8,0,我到河北省来
1727,2020-02-17,黎云桑,0,这波钉钉操作天秀呀哈哈
1726,2020-02-17,超级喵准已部署,0,今天你一🌟了嘛
1725,2020-02-17,白嫖党abb,0,5星好评，分期付款
1724,2020-02-17,bili_92756495439,0,打算住B站了吗？
1723,2020-02-17,豪铭QAQ,0,钉钉其实很好用，不知道你们这些打一星的怎么想     一元一条 记得括号删掉
1722,2020-02-17,hero彦殇宿星,0,复什么工，每天看10小时的钉钉它不香嘛
1721,2020-02-17,夏の凯,0,我觉得钉钉挺好的啊，为什么评分这么低？能让我们安全的学习不是很厉害吗？（
1720,2020-02-17,黑色斗神,0,"？？？？？？？？👴 👴 👴
                         👴                   👴
                      👴                          👴
                      👴                          👴
                                                 👴
                                               👴
                                            👴
                                          👴
                                        👴
                                        👴

                                        👴"
1719,2020-02-17,萧风o残月,0,这么皮的官方……
1718,2020-02-17,混吃等死穷鬼冉某,0,是时候逼一下自己了，一个赞写十分钟作业
1717,2020-02-17,Shisking,0,为什么你这么会？你来b站到底多久了
1716,2020-02-17,酸柠盐水,0,☆☆☆☆☆
1715,2020-02-17,Milesin阿峻,0,我五星了，翻我
1714,2020-02-17,月笙魇,0,我这辈子一半的丑照给我班主任了，能不能给我开美颜
1713,2020-02-17,和泉纱雾住我家,0,"这么好的软件，这么会整活的官方，你们忍心分期？
反正我忍的下心"
1712,2020-02-17,水波QAQ,0,十万粉丝，该女装了
1711,2020-02-17,那头龙龙,0,十万粉丝了女装吧
1710,2020-02-17,小猫野良,0,震惊，钉钉开始极度融入B站，马上就混入我当内部了！！！！！
1709,2020-02-17,月笙魇,0,你给我开美颜我就不骂你了
1708,2020-02-17,bhuji,0,还真就万能德语呗
1707,2020-02-17,奈落_黑花,0,既然出了有这么多口罩的视频，那不如抽点口罩吧
1734,2020-02-17,一大把钱,0,文艺复兴
1736,2020-02-17,孫咲汌258,0,谁来比下上课时间，我先来，13个小时
1765,2020-02-17,70withtv2xq,0,中排？还热乎
1737,2020-02-17,姜汁小奶茶,0,钉钉这个软件不赚钱了。官方都来b站靠鬼畜养活自己了
1764,2020-02-17,小心cdd,0,在？女装gkd
1763,2020-02-17,bili_22571503776,0,
1762,2020-02-17,木心Lairca,0,"我伸了伸手指，用了两个圆圆的东西，点亮了小星星。
（疯狂暗示，你懂的）"
1761,2020-02-17,是沈僻,0,你太难了
1760,2020-02-17,一二麦,0,改编的真好
1759,2020-02-17,还是一个人啊啊,0,万能德语
1758,2020-02-17,闪闪的黄金律,0,等会又会有一排蓝色的小闪电来占据热评了
1757,2020-02-17,Nikocoii,0,在？按B站惯例是不是该女装了
1756,2020-02-17,宝贝今天想我了吗,0,我们学校没让我们用钉钉，用升学e网通几百个视频作业
1755,2020-02-17,钉钉DingTalk,0,可以评论了！！
1754,2020-02-17,抽风的十三,0,建议钉钉添加个会员机智会员是干什么的你懂的你最好是懂我告诉你奥
1753,2020-02-17,我就是要用rap说新闻,0,钉钉运营商情商高啊，为了生活不容易
1752,2020-02-17,御坂10680,0,钉钉的B站号也被更多人关注，作为老父亲，我的嘴角流下了辛酸的眼泪
1751,2020-02-17,bili哔哩嗶哩_,0,这可整个好活呢 钉钉
1750,2020-02-17,还是萌新小飞飞呀,0,钉钉也要加班？
1749,2020-02-17,沉沦-o,0,只要来得早，傻子都能上热评
1748,2020-02-17,吧人你,0,要不这样，你让你大哥帮我花呗也一次付清可以嘛可以我立马五星送上
1747,2020-02-17,茜来倩来,0,带好了
1746,2020-02-17,sun葵小太阳,0,又一个评论增加了
1745,2020-02-17,BadTrap恶阱,0,建议鬼畜区赚外快
1744,2020-02-17,南山初见月,0,在？女装一下，给你五星好评
1743,2020-02-17,路过的赛兔子而已,0,还算热乎
1742,2020-02-17,利威尔是绝世小受,0,想要五星？女装来换
1741,2020-02-17,岚春鬼,0,"宝贝儿子，看你被虐惨了。摸摸
再卡下去"
1740,2020-02-17,叶小枫_Olui,0,前排作为，已给5星
1739,2020-02-17,清风戏粼波,0,？钉钉就不能管理哈未成年长期看直播行为
1738,2020-02-17,韵酱er,0,寒假作业没写完又有新作业
1828,2020-02-17,集境澡王香独秀,0,前排看呢
1829,2020-02-17,丶Yang彡,0,在？赶快给自己装个防沉迷
1830,2020-02-17,HK哦维沃,0,热评就在面前我却不知道说什么
1922,2020-02-17,脑洞没那么大啦,0,奇怪
1920,2020-02-17,猪小小汪Julie,0,前排!
1919,2020-02-17,不上五阶不改名字了,0,你居然会搞鬼畜？！！
1918,2020-02-17,小闵子咯,0,？？？
1917,2020-02-17,硫酸gin离子,0,入站随俗。
1916,2020-02-17,一个胖胖的仓鼠,0,最惨官方(实锤了)
1915,2020-02-17,千空的雪,0,
1914,2020-02-17,幻星DADA,0,前排
1913,2020-02-17,希cheer,0,钉
1912,2020-02-17,薛洁洁吖-,0,1
1911,2020-02-17,长痘少女决不认输,0,进军鬼畜？
1910,2020-02-17,一个帅字当头,0,元首（学生）的愤怒
1909,2020-02-17,枯木orz,0,
1908,2020-02-17,往后剩余生,0,此生无悔入钉钉，五星好评不分期
1907,2020-02-17,耐一知知,0,Ding～〈woc吓死我了〉
1906,2020-02-17,姬玄黄,0,????????????
1905,2020-02-17,疾风贤者,0,万能钉钉，除了不会建立防沉迷其他的什么都会
1904,2020-02-17,壕用六币换名,0,五星一次付清，不让钉钉自卑
1903,2020-02-17,希cheer,0,还热乎着
1902,2020-02-17,雷尔诺夫斯基,0,官方做鬼畜
1901,2020-02-17,千痕踏雪,0,↓钉钉获得五星好评的次数(支持分期付款)
1900,2020-02-17,小雕不是沙雕,0,天 官方鬼畜！
1899,2020-02-17,N极磁铁,0,难道没有人吗
1898,2020-02-17,1米9的杨儿,0,为什么没有评论？
1897,2020-02-17,SomEBodY-S,0,一楼
1896,2020-02-17,八凛雪下,0,评论0？
1895,2020-02-17,别问我问我也不知道,0,第一
1894,2020-02-17,朴昌范OS,0,好惨啊
1921,2020-02-17,小任不小人,0,钉钉的视频怎么可以没有评论
1923,2020-02-17,恩泽真可爱,0,叮～捕捉一只活钉钉（翻一下给五星好评）
1892,2020-02-17,老清团儿,0,第一！
1924,2020-02-17,bili_408227596,0,最惨官方！哈哈
1951,2020-02-17,Wilhelm-Sanders,0,哈哈
1950,2020-02-17,木易成双木,0,官方鬼畜，最为致命
1949,2020-02-17,账号已注销,0,一星好评
1948,2020-02-17,今天林小姐瘦了吗,0,？？？？
1947,2020-02-17,恰天一の西瓜哟咯咯,0,"听说出了个新的直播软件评分很低 就下载试了试
难怪评分低 刚让主播跳舞都不愿意 还问我哪个班的"
1946,2020-02-17,路过的Tlong,0,投2币，评1星
1945,2020-02-17,一个秃咸鱼,0,不愧是你
1944,2020-02-17,想吃人的兔砸,0,突然发觉有钱了，打算这次一次付清五星
1943,2020-02-17,隐密,0,
1942,2020-02-17,本体咸鱼,0,为啥有弹幕没评论啊
1941,2020-02-17,很喜欢吉他,0,？？
1940,2020-02-17,祭酒GA,0,m
1939,2020-02-17,好名字被他取了,0,钉钉：气死偶嘞！
1938,2020-02-17,公子晰,0,不能发评论吗
1937,2020-02-17,酒归城,0,有钉钉为什么还要回公司呢？(=・ω・=)
1936,2020-02-17,螺帽君,0,第一
1935,2020-02-17,凌空路-安宁,0,官方鬼畜最为致命
1934,2020-02-17,绯衣响-,0,不务正业
1933,2020-02-17,怕是要拔刀了,0,钉钉怎么干起这个来了哈哈哈哈哈哈哈哈哈
1932,2020-02-17,稀里哗啦的憋凉,0,你不睡觉了嘛？ 帮我跟你爸爸花呗寻思一下上个月的那笔账……
1931,2020-02-17,奶白色不名,0,哈？
1930,2020-02-17,-离铭-,0,第一个评论
1929,2020-02-17,朕要去旅游,0,1
1928,2020-02-17,何気なく,0,哈哈哈
1927,2020-02-17,总王里mustlive,0,居然十五分钟没一个评论...好凉的官方
1926,2020-02-17,风誓夏,0,??
1925,2020-02-17,信仰名为博丽灵梦,0,没上班目前还没有网课的北方学子笑而不语
1893,2020-02-17,-Arkhalis,0,emmmm...有弹幕无评论？
1891,2020-02-17,红染惣左介,0,哈哈哈哈哈哈哈哈哈哈哈哈哈
1831,2020-02-17,沆归一清,0,来了来了，给钉钉好评喽，没有分期哦
1860,2020-02-17,方糖起司,0,？奇怪
1858,2020-02-17,可乐味的夜视药水,0,官方鬼畜
1857,2020-02-17,路过的小名,0,上班了？
1856,2020-02-17,飞鼠裤衩子,0,热乎
1855,2020-02-17,陈老坤,0,钉钉nb
1854,2020-02-17,彤银浦,0,鬼畜不走心啊，还是歌好听！
1853,2020-02-17,素秋凛凛,0,好老公们，我想上个热评，在你耳边：ding
1852,2020-02-17,若溟呀,0,沙发
1851,2020-02-17,吃货妹子是腐女,0,钉钉被逼无奈成为鬼畜大佬，走上人生巅峰
1850,2020-02-17,地球是圆圆哒,0,热乎
1849,2020-02-17,鹿柒不想吃曲奇,0,最惨官方
1848,2020-02-17,Noa演绎,0,第一～
1847,2020-02-17,长肉小能手,0,第一，第一天用钉钉呢，让我来想想，我要怎么去评价
1846,2020-02-17,何何何何时,0,万能英语
1845,2020-02-17,只是陈先生诶,0,在？想要5⭐吗？
1844,2020-02-17,没心态了家人们,0,没评论？
1843,2020-02-17,a打火锅,0,太秀辽
1842,2020-02-17,希cheer,0,火钳刘明
1841,2020-02-17,星鳞尘隐,0,嘿嘿嘿
1840,2020-02-17,今天Bro找到零点五了嘛,0,"好不容易这么前
那就说一句“五星好评”⑧（"
1839,2020-02-17,由崎司____,0,1
1838,2020-02-17,姬玄黄,0,别删啊
1837,2020-02-17,肥鸭OvO,0,第一！！！
1836,2020-02-17,karrk,0,没人评论？
1835,2020-02-17,Mi-Cheng,0,技术流钉钉
1834,2020-02-17,汝甚香吖,0,在？让老师做饭不糊？
1833,2020-02-17,吃货妹子是腐女,0,钉钉借这次机会变成鬼畜阿婆主了
1832,2020-02-17,光輝解说,0,谢谢兄弟，已经给了一星好评
1859,2020-02-17,很喜欢吉他,0,钉钉是骗子
1861,2020-02-17,Dr_齿轮,0,现在办公软件也要会整活啊
1890,2020-02-17,风中的守护,0,看了钉钉求饶以后不好意思打一星了，五星一次付清
1862,2020-02-17,初浅银,0,？？？
1889,2020-02-17,今天大乱斗赢了么,0,下次一钉
1888,2020-02-17,复活节Vi,0,此生无悔入钉钉，分期付款五颗星
1887,2020-02-17,刘同学就是zoom-zoom-,0,怎么不行了
1886,2020-02-17,Noa演绎,0,第一
1885,2020-02-17,池沼杯,0,钉钉这是要转型了吗
1884,2020-02-17,1234京,0,头排?沙发?VIP观赏席?
1883,2020-02-17,Ac一本正经的胡说八道,0,热乎的
1882,2020-02-17,爱太虚假,0,本来想五星分期，但没下，行吧，下了再五星分期
1881,2020-02-17,KarasuShing,0,营销鬼才
1880,2020-02-17,_谪-仙_,0,老子第一
1879,2020-02-17,iri24-25,0,我先来！好惨一官方
1878,2020-02-17,JIA肉丸子,0,"5000播放量竟然没回复?我破!

       ，（   ）、
           /  ∞  \"
1877,2020-02-17,耿Confi,0,复工第一天是不是刷评
1876,2020-02-17,陈老坤,0,嗯😊
1875,2020-02-17,菜菜孑Namako,0,我妈是个老师，她都受不了
1874,2020-02-17,南山大尾巴狼,0,要不给元首安排线上办公，我看行
1873,2020-02-17,照妖尽,0,能评论了
1872,2020-02-17,木哲也,0,我也想打五星好评，就是对不住我每天受辐射八九个小时的眼睛
1871,2020-02-17,是你的__伸哥,0,一楼
1870,2020-02-17,饕餮不浪漫,0,给👴🏻置顶
1869,2020-02-17,喜欢发疯的阿简,0,好惨一钉
1868,2020-02-17,黑米カ,0,"听说出了个新的直播软件评分很低 就下载试了试
难怪评分低 刚让主播跳舞都不愿意 还问我哪个班的"
1867,2020-02-17,农夫三拳霸,0,1
1866,2020-02-17,农夫三拳霸,0,能评论啊
1865,2020-02-17,来一份不要钱的S图,0,万 能 德 语
1864,2020-02-17,豆奶喝豆奶,0,
1863,2020-02-17,苒雨,0,留言
1706,2020-02-17,致远x汐痕,0,好早！悄咪咪说一句我爱钉钉应该没人知道吧
1705,2020-02-17,会说话的杰瑞,0,五星给你啦
1704,2020-02-17,天桥下卖吾心的咸鱼,0,@钉钉DingTalkhttps://b23.tv/av88651718
1540,2020-02-18,清海湖中,0,河北：？？？
1538,2020-02-18,神奕ミ,0,五星好评已给，不用谢（反正我不用嘻嘻）
1537,2020-02-18,ovk兮兮然,0,一给我里钉钉！钉！呀吼
